CADENA,LOCAL,FECHA,DISPONIBILIDAD DE PRODUCTOS (A - D) ,GONDOLA,COMUNICACION MARCA,EXHIBICION AMBIENTE,EXHIBICION FRIO,SECTOR CAJAS,Pct_Entrada,Pct_Salida,VARIACION (%)
SISA,SANTA ISABEL * AVENIDA PABLO NERUDA 2050 * TE,2026-01-22 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
SISA,SANTA ISABEL * AVENIDA PEDRO MONTT 1845 * VAL,2026-01-08 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * AVENIDA PEDRO MONTT 1845 * VAL,2026-01-26 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
SISA,SANTA ISABEL * AVENIDA VICUÑA MACKENNA 202 *,2026-01-13 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * BERNARDO LEIGHTON 71,2026-01-06 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🔴 0%,🔴 0%,50 %,50 %,0 %
SISA,SANTA ISABEL * BULNES 279 * TEMUCO,2026-01-20 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * BULNES 279 * TEMUCO,2026-01-21 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * CARDENAL SAMORE 2335 * CURAUMA,2026-01-05 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * CARRERA 499 * TEMUCO,2026-01-21 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * CAUPOLICAN 650 * TEMUCO,2026-01-22 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * CIENFUEGOS 527 * LA SERENA,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * CLAUDIO VICUNA 696 * QUILPUE,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * DIEGO PORTALES 802 L102 * QUIL,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * EL LIBERTADOR 1400 * LA SERENA,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * FREIRE 455 * CONCEPCION,2026-01-15 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
SISA,SANTA ISABEL * FREIRE 496 * QUILPUE,2026-01-12 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * FUNDO LA VIÑA / CAMINO PUBLICO,2026-01-06 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * GRANADEROS 3671 * CALAMA,2026-01-07 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * J J PEREZ 102 * CALERA,2026-01-22 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * JORGE KENRICK 35 * VALPARAISO,2026-01-08 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * JORGE KENRICK 35 * VALPARAISO,2026-01-26 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * LAS BARRANCAS 2460 * QUILPUE,2026-01-06 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * LAS BARRANCAS 2460 * QUILPUE,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * LEVARTE / PLAYA ANCHA 840 * VA,2026-01-08 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SISA,SANTA ISABEL * LEVARTE / PLAYA ANCHA 840 * VA,2026-01-26 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * LIMACHE 027 * VIÑA DEL MAR,2026-01-18 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * LOS CANELOS 422 * VIÑA DEL MAR,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * LOS CARRERA 1031 * QUILPUE,2026-01-06 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * LOS CARRERA 1031 * QUILPUE,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
SISA,SANTA ISABEL * LOS CARRERA 811 * QUILPUE,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * LOS CREADORES 191 * TEMUCO,2026-01-22 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * MAIPU 646 * ANTOFAGASTA,2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * MAIPU 646 * ANTOFAGASTA,2026-01-14 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * MAIPU 646 * ANTOFAGASTA,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * MANUEL MONTT 1100 * TEMUCO,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * MANUEL RODRIGUEZ 1190 * TEMUCO,2026-01-20 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * MANUEL RODRIGUEZ 1190 * TEMUCO,2026-01-22 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * MICHIMALONGO 1840 * SAN PEDRO,2026-01-21 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * PALMIRA ROMANO SUR 405 * LIMAC,2026-01-06 00:00:00,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * QUILLOTA 441 * VIÑA DEL MAR,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * RAFAEL SOTOMAYOR 230 * VIÑA DE,2026-01-09 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * RAMON CARRASCO 80 * CONCEPCION,2026-01-13 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
SISA,SANTA ISABEL * URUGUAY 350 * VALPARAISO,2026-01-08 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SISA,SANTA ISABEL * VILLANELO 236 * VIÑA DEL MAR,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SISA,SANTA ISABEL * ZENTENO 232 * LA CALERA,2026-01-22 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SPID,CENCOSUD RETAIL S.A.,2026-01-15 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O415-SPID LOS DOMINICOS,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O439-SPID EL TRANQUE,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O440-SPID SAN SEBASTIAN,2026-01-15 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O443-SPID LAS BRUJAS,2026-01-16 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O444-SPID SUCRE,2026-01-16 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O476-SPID BROWN SUR,2026-01-15 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O477-SPID MANQUEHUE NORTE,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O478-SPID PRESIDENTE RIESCO,2026-01-15 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O480-SPID LA PLAZA,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O481-SPID NAVIDAD,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O482-SPID LAS CARMELITAS,2026-01-15 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O485-SPID APOQUINDO VECINAL,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O487-SPID ROSARIO NORTE,2026-01-15 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O492-SPID LOS LEONES II,2026-01-15 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O493-SPID TABANCURA,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O495-SPID MORANDE,2026-01-16 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O496-SPID LOS TRIGALES,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O498-SPID CERRO EL PLOMO,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O862-SPID IRARRAZABAL,2026-01-15 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,O865-SPID SAN DAMIAN,2026-01-14 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SPID,SPID AEROPUERTO,2026-01-16 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SSRR,ALDUNATE 485,2026-01-20 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,33 %,33 %,0 %
SSRR,ALVI,2026-01-09 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SSRR,ANIBAL PINTO 1828,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,ANIBAL PINTO 278,2026-01-19 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SSRR,ARAMCO REÑACA,2026-01-09 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,33 %,33 %,0 %
SSRR,AVENIDA PEDRO DE VALDIVIA 950,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,AVENIDA PRAT 71,2026-01-12 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,"AVENIDA SAN PEDRO 25, SAN PEDRO DE LA PAZ",2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,BARROS ARANA 01750,2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,33 %,33 %,0 %
SSRR,BARROS ARANA 375,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,33 %,33 %,0 %
SSRR,BULNES 13,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SSRR,CAMINO SEGUNDA FAJ1500,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SSRR,CAUPOLICAN 755,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,COMERCIALIZADORA VITHAL EDUARDO NICANOR GRANT,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,CRISTOBAL COLON 2856,2026-01-22 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,ELTIT CAMINO INTERNACIONAL,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
SSRR,ELTIT PEDRO DE VALDIVIA 899,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟡 17%,🟢 17%,🟢 17%,67 %,83 %,17 %
SSRR,ELTIT SATURNINO EPULEF 1520,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🟢 17%,🟢 17%,🟢 17%,83 %,83 %,0 %
SSRR,GENERAL URRUTIA 670,2026-01-16 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SSRR,GENERAL URRUTIA 670,2026-01-23 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SSRR,LOS Mañios 7373,2026-01-21 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,"LOS NOTROS, LAGUNILLAS 1261",2026-01-20 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,MAIPU 2099,2026-01-15 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,MANUEL RODRIGUEZ 3072,2026-01-16 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,MANUEL RODRIGUEZ 376,2026-01-16 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,MERCADOS EXPRESS SPA,2026-01-12 00:00:00,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,0 %,0 %,0 %
SSRR,NAHUEN LTDA,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,50 %,50 %,0 %
SSRR,PINTO 130,2026-01-19 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SSRR,PRONTO COPEC,2026-01-07 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
SSRR,"Rudecindo Ortega 1850, Temuco 01900",2026-01-02 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,33 %,33 %,0 %
SSRR,SANTA ISABEL * SISA SEGUNDA FAJA* VILLARRICA,2026-01-23 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,50 %,50 %,0 %
SSRR,SARGENTO ALDEA 855,2026-01-09 00:00:00,🟢 17%,🟢 17%,🔴 0%,🔴 0%,🟢 17%,🟢 17%,67 %,67 %,0 %
SSRR,VICUÑA MACKENA 450,2026-01-20 00:00:00,🟢 17%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,🔴 0%,33 %,33 %,0 %
